Ticker,Drawdown Start,Recovery Start,Recovery Days
MSB,2014-05-06,2014-10-24,171
MSB,2014-11-28,2016-05-25,544
MSB,2019-08-27,2020-08-28,367
MSB,2021-10-27,2022-06-07,223
MSB,2022-07-05,2022-07-11,6
MSB,2022-10-05,2023-03-17,163
MSB,2023-06-09,2024-02-01,237
MSI,2011-09-26,2011-10-31,35
MSI,2012-07-25,2012-09-24,61
MSI,2013-08-02,2013-10-23,82
MSI,2014-08-21,2014-12-22,123
MSI,2015-05-13,2015-09-17,127
MSI,2016-07-08,2016-08-22,45
MSI,2020-04-01,2020-10-08,190
MSI,2022-03-11,2022-09-01,174
MSM,2011-08-15,2011-12-05,112
MSM,2012-06-25,2012-12-24,182
MSM,2013-09-09,2013-09-10,1
MSM,2013-09-27,2014-01-16,111
MSM,2014-10-20,2016-03-11,508
MSM,2017-06-15,2017-12-18,186
MSM,2018-07-30,2019-03-27,240
MSM,2019-05-09,2019-12-17,222
MSM,2020-03-20,2020-06-23,95
MSM,2021-09-10,2022-05-05,237
MSM,2022-07-01,2022-09-19,80
MSM,2022-10-06,2022-12-01,56
MSTR,2010-10-18,2010-10-21,3
MSTR,2011-09-30,2012-03-29,181
MSTR,2012-07-19,2012-10-05,78
MSTR,2012-10-09,2013-09-16,342
MSTR,2015-12-08,2016-05-20,164
MSTR,2016-08-31,2016-11-14,75
MSTR,2017-06-01,2018-08-10,435
MSTR,2018-11-16,2019-03-04,108
MSTR,2019-07-19,2019-09-25,68
MSTR,2020-03-16,2020-09-15,183
MSTR,2022-01-18,2023-03-02,408
MSV,2012-07-11,2012-08-16,36
MSV,2014-05-07,2015-01-30,268
MSV,2015-08-07,2016-05-23,290
MTB,2010-11-05,2011-01-24,80
MTB,2011-08-17,2012-02-13,180
MTB,2015-02-10,2015-03-31,49
MTB,2015-10-13,2015-12-24,72
MTB,2016-01-12,2016-06-03,143
MTB,2017-09-14,2017-11-10,57
MTB,2018-07-17,2019-03-18,244
MTB,2019-08-26,2019-12-11,107
MTB,2020-03-12,2020-12-03,266
MTB,2021-08-18,2021-11-05,79
MTB,2022-12-07,2023-12-18,376
MTC,2019-10-23,2020-07-15,266
MTC,2020-08-17,2021-01-05,141
MTC,2021-06-17,2023-05-03,685
MTC,2023-05-15,2023-12-07,206
MTH,2010-10-18,2010-12-09,52
MTH,2011-07-26,2012-01-06,164
MTH,2013-09-05,2014-01-29,146
MTH,2014-04-29,2015-03-12,317
MTH,2015-09-25,2016-05-25,243
MTH,2016-10-13,2017-01-23,102
MTH,2017-02-23,2017-03-21,26
MTH,2018-04-05,2019-03-05,334
MTH,2020-03-20,2020-06-29,101
MTH,2021-02-05,2021-05-10,94
MTH,2022-02-25,2022-12-23,301
MTH,2023-11-01,2023-12-07,36
MTO,2011-08-03,2012-09-04,398
MTO,2013-02-06,2014-04-14,432
MTO,2014-05-27,2015-10-16,507
MTO,2015-12-08,2016-03-07,90
MTO,2016-11-08,2017-04-17,160
MTS,2022-03-15,2023-03-02,352
MVE,2013-07-09,2013-09-06,59
MVE,2015-11-30,2015-12-14,14
MVE,2016-05-11,2017-11-14,552
MVE,2019-05-01,2019-10-23,175
MVE,2020-03-27,2020-07-01,96
MVF,2010-12-27,2011-06-13,168
MVF,2013-04-19,2014-02-24,311
MVF,2015-07-14,2015-10-30,108
MVF,2016-10-28,2017-06-21,236
MVF,2018-02-22,2019-01-23,335
MVF,2020-03-25,2020-08-07,135
MVF,2022-01-25,2023-03-17,416
MVF,2023-04-03,2023-12-27,268
MVR,2013-12-16,2014-07-15,211
MVR,2014-11-28,2016-12-19,752
MVS,2010-10-18,2010-12-20,63
MVS,2011-09-07,2012-03-20,195
MVS,2012-08-03,2013-05-23,293
MXC,2010-10-18,2011-01-11,85
MXC,2011-07-21,2012-02-29,223
MXC,2012-06-04,2013-08-30,452
MXC,2014-06-02,2014-06-18,16
MXC,2014-08-28,2016-06-16,658
MXC,2017-04-24,2017-07-26,93
MXC,2017-11-02,2018-05-23,202
MXC,2018-11-26,2019-04-25,150
MXC,2019-06-26,2019-08-28,63
MXC,2019-11-21,2020-07-24,246
MXC,2022-02-09,2022-02-11,2
MXC,2022-11-10,2023-08-29,292
MXC,2023-12-04,2024-05-06,154
MXI,2011-08-08,2012-03-13,218
MXI,2012-05-24,2012-10-23,152
MXI,2013-05-03,2013-10-04,154
MXI,2014-10-10,2015-05-18,220
MXI,2015-07-27,2016-04-26,274
MXI,2018-08-01,2019-04-04,246
MXI,2019-10-07,2019-10-30,23
MXI,2020-03-16,2020-07-14,120
MXI,2021-10-26,2022-02-11,108
MXI,2022-06-16,2023-01-04,202
MXI,2023-10-03,2023-12-26,84
MXR,2010-11-03,2010-11-11,8
MXR,2011-07-01,2011-12-15,167
MXR,2012-07-03,2012-07-10,7
MXR,2012-07-11,2014-07-14,733
MXR,2014-08-12,2014-08-19,7
MXR,2014-08-28,2015-09-24,392
MXR,2016-05-11,2016-08-19,100
MXR,2017-08-14,2018-01-23,162
MYE,2010-10-18,2010-11-18,31
MYE,2012-11-01,2013-06-18,229
MYE,2014-07-30,2015-03-20,233
MYE,2015-08-20,2016-05-23,277
MYE,2016-11-02,2016-12-23,51
MYE,2018-07-03,2018-09-11,70
MYE,2018-10-31,2019-06-06,218
MYE,2019-09-09,2020-08-03,329
MYE,2021-10-20,2022-05-05,197
MYE,2022-09-29,2022-12-20,82
MYE,2023-05-01,2024-01-25,269
MYQ,2010-10-26,2011-01-11,77
MYQ,2011-08-16,2014-02-06,905
MYR,2014-11-05,2016-05-05,547
MYR,2017-01-19,2017-03-21,61
MYR,2017-04-21,2017-07-27,97
MYR,2017-11-07,2017-12-01,24
MYS,2015-09-14,2016-09-12,364
MZI,2010-10-29,2011-11-17,384
MZI,2012-10-24,2014-03-26,518
MZI,2014-11-28,2015-05-11,164
MZI,2015-09-14,2016-08-02,323
MZI,2017-01-10,2017-12-15,339
MZZ,2010-10-18,2011-08-30,316
MZZ,2011-12-12,2015-09-14,1372
MZZ,2016-04-18,2018-11-15,941
MZZ,2019-03-28,2020-03-18,356
MZZ,2020-06-09,2022-03-14,643
MZZ,2022-09-23,2022-09-29,6
MZZ,2022-12-05,2023-10-17,316
NAC,2010-12-16,2011-06-21,187
NAC,2013-04-24,2014-02-07,289
NAC,2015-07-23,2015-10-09,78
NAC,2016-11-07,2017-06-05,210
NAC,2017-12-20,2018-09-11,265
NAC,2018-10-04,2019-02-08,127
NAC,2020-04-01,2020-07-27,117
NAC,2022-01-20,2024-01-03,713
NAG,2012-04-04,2012-08-31,149
NAG,2015-09-14,2016-06-02,262
NAG,2016-10-19,2017-04-10,173
NAM,2010-10-18,2010-11-15,28
NAM,2011-10-03,2015-10-15,1473
NAM,2015-10-21,2015-12-10,50
NAM,2015-12-28,2016-01-05,8
NAM,2016-12-16,2017-02-28,74
NAM,2017-09-18,2017-10-13,25
NAM,2018-06-22,2019-03-04,255
NAM,2019-09-06,2020-04-29,236
NAN,2010-12-29,2011-06-17,170
NAN,2013-04-05,2014-02-19,320
NAN,2015-09-16,2015-10-15,29
NAN,2016-11-09,2017-06-05,208
NAN,2018-01-26,2019-01-10,349
NAN,2020-03-31,2020-07-30,121
NAN,2021-12-13,2023-02-02,416
NAN,2023-08-24,2024-01-05,134
NBI,2021-11-26,2022-11-14,353
NBI,2023-07-21,2024-01-18,181
NCC,2013-08-09,2013-08-12,3
NCC,2013-08-16,2013-08-19,3
NCC,2015-01-12,2015-01-14,2
NCC,2015-01-16,2015-05-13,117
NCC,2015-05-15,2015-05-18,3
NCC,2015-05-22,2015-05-26,4
NCC,2015-05-29,2015-06-02,4
NCC,2015-07-24,2017-04-10,626
NCC,2017-04-11,2017-04-12,1
NCC,2017-09-15,2017-09-18,3
NCC,2017-09-22,2017-09-25,3
NCC,2017-09-26,2018-01-25,121
NCC,2018-01-26,2018-02-01,6
NCC,2018-02-06,2018-02-07,1
NCC,2018-02-09,2018-02-14,5
NCC,2018-02-16,2018-02-22,6
NCC,2018-02-28,2018-03-01,1
NCC,2018-03-07,2018-03-08,1
NCC,2018-03-09,2018-04-03,25
NCC,2018-06-14,2019-05-14,334
NCC,2020-04-22,2020-12-22,244
NCC,2020-12-30,2021-06-14,166
NCM,2012-03-21,2013-01-28,313
NCM,2013-03-26,2014-01-06,286
NCM,2015-02-27,2015-07-16,139
NCM,2016-03-04,2016-03-07,3
NCM,2016-03-10,2016-05-18,69
NCM,2017-03-24,2017-04-05,12
NCM,2017-04-06,2017-09-18,165
NCM,2017-09-21,2017-09-22,1
NCM,2017-09-29,2017-10-23,24
NCM,2018-01-19,2018-01-25,6
NCZ,2011-08-10,2012-02-21,195
NCZ,2014-10-29,2016-05-17,566
NCZ,2018-11-23,2019-03-25,122
NCZ,2019-05-28,2019-08-13,77
NCZ,2019-10-15,2019-11-06,22
NCZ,2020-03-20,2020-08-31,164
NCZ,2022-01-21,2023-02-01,376
NCZ,2023-05-10,2023-05-30,20
NCZ,2023-10-09,2024-01-03,86
NEA,2010-12-09,2011-06-21,194
NEA,2013-03-27,2014-02-11,321
NEA,2015-06-25,2015-11-16,144
NEA,2016-11-08,2017-05-25,198
NEA,2018-02-15,2018-08-07,173
NEA,2018-10-11,2019-01-31,112
NEA,2020-04-13,2020-07-17,95
NEA,2022-01-21,2023-06-05,500
NEA,2023-07-12,2024-01-04,176
NET,2022-02-07,2023-03-13,399
NEU,2014-11-18,2014-12-24,36
NEU,2015-08-19,2016-04-26,251
NEU,2017-09-08,2018-04-24,228
NEU,2018-04-30,2018-08-01,93
NEU,2018-10-10,2018-11-30,51
NEU,2019-07-03,2019-08-09,37
NEU,2020-03-03,2021-01-12,315
NEU,2021-05-13,2021-11-29,200
NEU,2022-01-03,2022-01-07,4
NEU,2022-03-07,2023-01-05,304
NGE,2014-03-18,2014-06-02,76
NGE,2014-10-14,2017-06-27,987
NGE,2018-06-25,2019-04-18,297
NGE,2019-04-24,2020-01-24,275
NGE,2020-03-12,2020-11-06,239
NGE,2021-08-19,2023-02-10,540
NGI,2012-07-03,2013-10-17,471
NGI,2014-01-13,2014-08-29,228
NGI,2015-03-11,2015-03-13,2
NGI,2015-03-17,2015-03-20,3
NGI,2015-03-24,2015-11-17,238
NGI,2016-04-14,2016-04-15,1
NGI,2016-04-21,2016-04-22,1
NGI,2016-04-28,2016-04-29,1
NGI,2016-05-04,2016-05-06,2
NGI,2016-05-11,2016-05-13,2
NGI,2016-05-18,2016-06-03,16
NGI,2016-06-06,2016-06-10,4
NGI,2016-06-28,2016-10-21,115
NGI,2017-01-23,2017-01-24,1
NGI,2017-01-30,2017-02-02,3
NGI,2017-02-10,2017-02-13,3
NGI,2017-02-21,2018-02-27,371
NGI,2018-03-08,2019-06-19,468
NGI,2020-11-04,2021-04-28,175
NHC,2011-08-18,2012-01-17,152
NHC,2015-09-11,2015-11-04,54
NHC,2016-02-11,2016-04-18,67
NHC,2017-07-13,2018-05-22,313
NHC,2019-05-08,2019-06-21,44
NHC,2020-03-13,2020-12-04,266
NHC,2021-10-20,2022-04-28,190
NHC,2022-10-12,2023-06-23,254
NIC,2016-02-17,2016-03-18,30
NIC,2018-02-22,2018-06-14,112
NIC,2018-09-04,2019-03-11,188
NIC,2020-03-26,2020-10-23,211
NIC,2021-08-02,2021-12-31,151
NIC,2022-06-13,2023-01-06,207
NIC,2023-02-13,2023-08-01,169
NIU,2019-08-07,2019-10-01,55
NIU,2020-04-08,2020-06-09,62
NML,2014-01-08,2014-02-25,48
NML,2014-04-03,2014-04-28,25
NML,2014-12-31,2016-07-19,566
NML,2017-08-08,2017-09-05,28
NML,2017-09-14,2018-01-29,137
NML,2018-04-03,2018-06-14,72
NML,2018-10-30,2019-04-23,175
NML,2019-08-27,2020-02-21,178
NML,2020-02-25,2020-12-08,287
NML,2023-05-03,2023-07-18,76
NMT,2010-12-17,2011-07-07,202
NMT,2013-05-13,2014-03-14,305
NMT,2016-11-10,2017-06-08,210
NMT,2018-02-22,2019-01-25,337
NMT,2020-04-07,2020-08-03,118
NMT,2022-02-18,2024-01-05,686
NOV,2011-09-09,2012-01-19,132
NOV,2012-06-15,2012-09-11,88
NOV,2012-12-12,2013-07-19,219
NOV,2014-03-19,2014-04-22,34
NOV,2014-11-14,2016-07-01,595
NOV,2017-05-25,2018-01-08,228
NOV,2018-11-16,2019-12-30,409
NOV,2020-03-11,2020-12-24,288
NOV,2021-08-23,2022-02-07,168
NOV,2022-08-22,2022-10-26,65
NOV,2023-04-26,2023-09-07,134
NOX,2012-08-29,2012-08-30,1
NOX,2014-07-14,2015-02-03,204
NOX,2016-02-11,2017-02-07,362
NSC,2011-09-30,2011-11-23,54
NSC,2011-11-25,2011-11-29,4
NSC,2012-03-28,2012-08-06,131
NSC,2012-10-25,2013-02-27,125
NSC,2015-04-29,2016-01-08,254
NSC,2016-01-20,2016-04-26,97
NSC,2019-01-18,2019-02-28,41
NSC,2019-09-23,2019-12-17,85
NSC,2020-03-25,2020-07-30,127
NSC,2021-09-15,2021-11-16,62
NSC,2022-04-27,2022-12-30,247
NSC,2023-03-20,2023-12-22,277
NSE,2015-09-01,2015-09-16,15
NSE,2016-07-08,2017-06-20,347
NSE,2018-05-24,2021-01-11,963
NST,2012-12-24,2013-02-28,66
NST,2014-05-01,2014-12-04,217
NST,2015-08-05,2015-09-09,35
NST,2015-09-21,2015-09-22,1
NST,2015-09-25,2015-09-28,3
NST,2015-09-30,2015-10-07,7
NST,2016-02-22,2016-04-21,59
NST,2016-04-22,2016-06-08,47
NST,2016-06-15,2016-07-26,41
NST,2016-09-15,2016-11-30,76
NST,2016-12-14,2016-12-19,5
NST,2016-12-20,2017-03-21,91
NST,2017-04-03,2017-04-07,4
NST,2017-04-10,2017-04-12,2
NST,2017-07-24,2017-08-28,35
NST,2017-08-29,2017-08-30,1
NSX,2011-11-16,2012-04-05,141
NSX,2012-04-10,2012-04-20,10
NSX,2012-04-26,2013-01-24,273
NSX,2013-01-28,2013-01-30,2
NSX,2013-02-04,2013-02-05,1
NSX,2013-04-10,2014-05-07,392
NSX,2014-05-09,2014-05-14,5
NSX,2014-05-16,2014-05-19,3
NSX,2014-07-30,2015-11-04,462
NSX,2015-11-06,2015-11-09,3
NSX,2016-10-18,2017-02-23,128
NSX,2017-10-30,2017-10-31,1
NTL,2013-04-05,2013-12-02,241
NTL,2014-06-19,2014-12-04,168
NTL,2014-12-15,2015-08-07,235
NTL,2016-01-22,2017-03-20,423
NTL,2017-10-04,2017-12-18,75
NTL,2018-03-14,2018-10-19,219
NTL,2019-12-02,2020-11-06,340
NTO,2012-01-18,2012-08-31,226
NTO,2013-12-16,2015-04-16,486
NTU,2015-10-22,2018-09-21,1065
NUS,2012-06-12,2013-04-17,309
NUS,2014-03-12,2015-03-23,376
NUS,2015-07-20,2016-05-05,290
NUS,2017-01-27,2017-05-22,115
NUS,2018-11-13,2020-06-30,595
NUS,2021-08-30,2022-02-11,165
NUS,2022-05-03,2022-06-01,29
NUS,2022-06-14,2023-01-30,230
NVO,2011-08-26,2012-01-27,154
NVO,2013-07-15,2013-09-04,51
NVO,2014-12-05,2015-03-19,104
NVO,2015-11-27,2016-04-28,153
NVO,2016-08-11,2017-05-26,288
NVO,2018-05-07,2019-02-07,276
NVO,2022-09-28,2022-11-30,63
NVX,2022-11-16,2024-04-05,506
NWC,2011-05-24,2012-09-04,469
NWC,2013-08-15,2013-08-19,4
NWC,2013-08-20,2013-08-23,3
NWC,2013-08-28,2013-10-28,61
NWC,2014-05-16,2014-12-18,216
NWC,2016-08-15,2016-08-31,16
NWC,2016-09-15,2017-02-24,162
NWC,2017-10-18,2017-11-30,43
NWE,2012-12-05,2013-02-01,58
NWE,2015-06-15,2015-09-30,107
NWE,2016-10-12,2017-03-28,167
NWE,2017-11-06,2017-11-21,15
NWE,2018-01-29,2018-07-20,172
NWE,2020-01-07,2020-01-21,14
NWE,2020-03-31,2020-12-14,258
NWE,2021-10-19,2022-03-25,157
NWE,2022-08-09,2023-01-03,147
NWE,2023-08-21,2024-05-03,256
NWF,2015-10-22,2016-06-14,236
NWF,2016-09-16,2016-09-22,6
NWL,2011-06-14,2012-01-05,205
NWL,2016-02-09,2016-04-25,76
NWL,2016-12-21,2017-05-26,156
NWL,2017-09-25,2019-09-30,735
NWL,2020-03-25,2020-08-12,140
NWM,2011-06-24,2011-11-21,150
NWM,2012-09-24,2014-05-02,585
NWM,2014-05-12,2014-09-04,115
NWM,2014-10-07,2015-06-09,245
NWS,2014-05-08,2014-07-21,74
NWS,2014-10-01,2015-04-01,182
NWS,2015-05-29,2015-12-23,208
NWS,2016-01-05,2016-08-25,233
NWS,2016-12-13,2017-03-23,100
NWS,2018-07-19,2019-07-22,368
NWS,2020-03-16,2020-08-04,141
NWS,2021-09-22,2022-12-30,464
NWS,2023-04-18,2023-06-06,49
NXE,2014-05-30,2014-08-25,87
NXE,2014-11-28,2014-12-05,7
NXE,2015-02-04,2015-04-09,64
NXE,2015-12-29,2016-02-17,50
NXE,2016-11-01,2017-01-24,84
NXE,2017-09-27,2017-12-20,84
NXE,2018-03-12,2018-11-06,239
NXE,2019-01-17,2020-06-04,504
NXE,2022-01-25,2022-03-24,58
NXE,2022-06-13,2023-01-17,218
NXE,2023-04-11,2023-07-03,83
NXS,2011-03-10,2011-04-11,32
NXS,2011-06-28,2013-01-24,576
NXS,2013-05-17,2014-05-07,355
NXS,2015-05-19,2015-10-05,139
NXS,2015-12-14,2016-05-26,164
NXT,2023-12-04,2023-12-15,11
NYR,2018-07-02,2019-08-07,401
NYR,2020-06-08,2021-03-11,276
OAU,2010-10-19,2010-11-04,16
OAU,2011-07-22,2012-02-27,220
OAU,2012-05-25,2012-09-26,124
OAU,2013-04-19,2013-09-06,140
OAU,2014-09-17,2016-05-09,600
OBL,2011-06-17,2012-02-10,238
OBL,2012-09-07,2013-11-07,426
OBL,2014-03-11,2015-04-17,402
OBL,2015-08-11,2016-03-22,224
OBL,2016-07-19,2017-02-13,209
OCC,2010-10-18,2010-11-22,35
OCC,2011-07-27,2012-07-05,344
OCC,2013-03-04,2013-04-29,56
OCC,2013-10-17,2014-07-09,265
OCC,2015-04-27,2016-10-19,541
OCC,2017-05-22,2018-03-15,297
OCC,2019-01-31,2019-03-12,40
OCC,2019-06-21,2020-10-20,487
OCC,2022-05-05,2023-01-03,243
OCC,2023-07-26,2024-06-21,331
ODY,2011-05-09,2012-12-11,582
ODY,2013-01-18,2013-02-26,39
ODY,2013-05-31,2013-12-31,214
OEC,2015-09-10,2016-05-06,239
OEC,2017-06-01,2017-07-25,54
OEC,2018-11-09,2019-12-17,403
OEC,2020-03-04,2020-09-29,209
OEC,2021-08-25,2021-11-17,84
OEC,2021-11-29,2022-12-08,374
OEC,2023-08-21,2023-12-26,127
OEL,2012-07-30,2012-08-31,32
OEL,2014-08-01,2015-02-26,209
OEL,2015-03-27,2015-07-27,122
OEX,2011-06-10,2011-06-13,3
OEX,2011-06-21,2011-06-22,1
OEX,2011-06-23,2011-10-07,106
OEX,2011-10-10,2011-10-11,1
OEX,2011-10-12,2011-10-13,1
OEX,2011-10-28,2011-11-03,6
OEX,2011-11-07,2011-11-08,1
OEX,2011-11-14,2012-01-10,57
OEX,2012-03-28,2012-10-24,210
OEX,2012-11-02,2012-11-08,6
OEX,2012-11-12,2012-11-13,1
OEX,2013-01-29,2013-01-31,2
OEX,2013-02-01,2013-02-06,5
OEX,2013-02-07,2013-02-11,4
OEX,2013-02-20,2013-03-07,15
OEX,2013-03-08,2013-03-11,3
OEX,2013-05-13,2013-10-09,149
OEX,2013-10-10,2013-10-18,8
OEX,2013-11-14,2013-11-18,4
OEX,2014-01-03,2014-01-28,25
OEX,2014-01-31,2014-02-05,5
OEX,2014-02-07,2014-02-10,3
OEX,2014-02-12,2014-02-19,7
OEX,2014-03-05,2014-04-02,28
OEX,2014-04-09,2014-04-11,2
OEX,2015-01-20,2015-02-10,21
OEX,2015-02-11,2015-02-13,2
OEX,2015-02-17,2015-03-12,23
OEX,2015-03-18,2015-03-19,1
OEX,2015-03-25,2015-03-26,1
OEX,2015-03-27,2015-03-31,4
OEX,2015-07-22,2015-10-21,91
OEX,2015-10-26,2015-10-28,2
OEX,2015-10-29,2015-11-03,5
OEX,2015-11-05,2015-11-06,1
OEX,2015-11-09,2015-11-10,1
OEX,2016-02-22,2016-02-23,1
OEX,2016-04-14,2016-04-18,4
OEX,2016-05-10,2016-06-22,43
OEX,2016-10-12,2017-01-30,110
OFX,2012-08-29,2012-08-31,2
OGA,2012-06-29,2012-08-29,61
OGC,2011-05-09,2012-03-13,309
OGC,2012-05-15,2012-09-14,122
OGC,2013-03-13,2014-02-11,335
OGC,2014-10-15,2015-05-27,224
OGC,2015-09-03,2016-02-10,160
OGC,2016-11-07,2017-05-17,191
OGC,2017-08-07,2018-07-24,351
OGC,2019-05-07,2020-06-29,419
OGC,2020-10-28,2021-05-24,208
OGC,2021-09-30,2021-10-29,29
OGC,2022-01-05,2022-03-29,83
OGC,2022-08-11,2023-01-20,162
OGC,2023-08-15,2024-03-19,217
OGX,2012-07-25,2012-10-19,86
OGX,2013-03-27,2014-08-18,509
OGX,2014-10-16,2015-06-30,257
OGX,2016-05-24,2016-06-01,8
OIL,2012-06-12,2013-02-13,246
OIL,2013-04-18,2013-06-25,68
OIL,2014-01-09,2014-02-28,50
OIL,2014-09-18,2016-06-10,631
OIL,2017-04-17,2017-11-01,198
OIL,2018-12-04,2019-05-21,168
OIL,2019-06-06,2019-12-20,197
OIL,2020-03-06,2020-10-15,223
OKJ,2011-12-06,2012-06-25,202
OKJ,2012-11-01,2013-08-29,301
OKJ,2013-11-14,2014-12-05,386
OKJ,2015-04-01,2015-04-23,22
OKU,2012-08-29,2012-08-30,1
OKU,2016-09-07,2016-11-22,76
OLI,2011-04-15,2012-11-01,566
OLI,2013-08-15,2013-10-15,61
OLI,2014-08-11,2015-04-01,233
OLI,2015-09-04,2017-01-30,514
OLL,2012-08-30,2012-08-31,1
OML,2010-12-06,2011-01-12,37
OML,2011-06-21,2011-06-24,3
OML,2011-07-27,2011-10-13,78
OML,2011-12-29,2012-01-17,19
OML,2012-01-18,2012-08-31,226
OML,2013-02-05,2014-05-22,471
OML,2015-01-02,2015-01-09,7
OML,2015-01-13,2015-01-14,1
OML,2015-02-05,2015-03-06,29
OML,2015-09-18,2016-05-05,230
OML,2016-09-15,2016-09-29,14
OML,2016-10-03,2016-10-07,4
OML,2017-02-17,2017-02-21,4
OPC,2010-12-03,2011-07-14,223
OPC,2013-12-06,2015-12-03,727
OPC,2018-04-25,2019-02-21,302
OPC,2019-06-13,2019-08-26,74
OPC,2019-11-05,2020-04-23,170
OPL,2011-08-05,2011-11-10,97
OPL,2012-02-22,2013-10-25,611
OPL,2014-07-24,2014-09-12,50
OPL,2014-12-01,2015-05-04,154
OPL,2015-07-08,2017-08-04,758
OPT,2021-08-03,2022-08-24,386
OPT,2022-10-11,2024-02-07,484
OPY,2010-10-18,2010-11-04,17
OPY,2010-12-08,2011-02-07,61
OPY,2011-07-05,2012-10-26,479
OPY,2013-09-23,2013-11-21,59
OPY,2014-07-17,2015-04-24,281
OPY,2015-09-02,2016-08-04,337
OPY,2016-10-31,2016-12-01,31
OPY,2017-06-30,2017-10-16,108
OPY,2018-12-19,2019-07-26,219
OPY,2020-02-13,2020-09-08,208
OPY,2022-01-27,2022-12-14,321
OPY,2023-05-15,2023-12-22,221
ORA,2010-10-18,2011-01-25,99
ORA,2011-03-16,2012-03-26,376
ORA,2012-10-23,2013-02-04,104
ORA,2014-09-03,2014-11-06,64
ORA,2014-11-11,2015-02-19,100
ORA,2015-11-06,2016-03-21,136
ORA,2018-04-06,2019-01-23,292
ORA,2020-04-13,2020-11-13,214
ORA,2021-05-06,2021-11-30,208
ORA,2022-03-16,2022-03-28,12
ORA,2023-03-31,2024-06-10,437
ORE,2010-10-18,2010-11-16,29
ORE,2011-06-30,2011-07-13,13
ORE,2011-07-14,2012-03-20,250
ORE,2012-06-20,2013-10-09,476
ORE,2013-12-04,2018-08-15,1715
ORG,2017-07-05,2017-07-31,26
ORG,2018-06-29,2020-06-17,719
ORG,2021-04-19,2022-03-09,324
ORI,2011-03-09,2012-02-28,356
ORI,2012-07-13,2012-10-23,102
ORI,2014-08-15,2015-03-30,227
ORI,2016-11-01,2017-01-19,79
ORI,2017-09-01,2017-11-09,69
ORI,2019-02-11,2019-05-06,84
ORI,2020-03-13,2020-11-25,257
ORI,2022-05-17,2022-11-17,184
ORN,2010-10-18,2012-03-13,512
ORN,2012-06-20,2012-07-18,28
ORN,2012-11-08,2013-01-10,63
ORN,2014-02-24,2014-04-03,38
ORN,2014-06-26,2015-01-08,196
ORN,2015-01-20,2016-05-06,472
ORN,2017-05-02,2017-12-04,216
ORN,2018-04-03,2018-06-08,66
ORN,2018-10-25,2019-08-26,305
ORN,2020-03-18,2020-11-09,236
ORN,2021-09-07,2023-01-31,511
ORN,2023-05-08,2023-07-07,60
ORR,2010-11-23,2011-02-10,79
ORR,2011-02-14,2011-02-25,11
ORR,2011-06-07,2012-07-12,401
ORR,2013-04-01,2014-02-05,310
ORR,2014-02-10,2014-02-12,2
ORR,2014-03-05,2014-03-11,6
ORR,2014-03-19,2014-03-20,1
ORR,2014-03-21,2014-03-27,6
ORR,2014-08-29,2014-09-02,4
ORR,2014-09-05,2014-09-24,19
ORR,2014-10-02,2014-10-06,4
ORR,2014-10-10,2014-10-14,4
ORR,2014-12-04,2015-01-21,48
ORR,2015-02-11,2015-02-17,6
ORR,2015-02-18,2015-02-20,2
ORR,2015-03-12,2015-04-21,40
ORR,2015-05-12,2015-05-13,1
ORR,2015-09-14,2016-03-22,190
ORR,2016-07-25,2017-03-29,247
OVT,2022-01-18,2023-02-06,384
OVT,2023-11-01,2023-12-05,34
PAA,2011-09-16,2011-11-08,53
PAA,2013-09-25,2014-03-06,162
PAA,2014-11-21,2016-06-16,573
PAA,2017-05-18,2018-03-09,295
PAA,2018-11-27,2019-03-15,108
PAA,2019-09-11,2020-12-16,462
PAA,2022-01-05,2022-02-10,36
PAB,2022-01-27,2023-02-03,372
PAB,2023-08-24,2024-01-02,131
PAC,2010-10-18,2010-10-22,4
PAC,2011-09-12,2012-03-12,182
PAC,2013-06-27,2014-01-27,214
PAC,2015-01-22,2015-05-14,112
PAC,2016-03-07,2016-04-25,49
PAC,2016-12-01,2017-04-18,138
PAC,2017-11-14,2018-01-31,78
PAC,2018-02-28,2018-08-31,184
PAC,2018-11-23,2019-03-01,98
PAC,2020-04-01,2020-10-23,205
PAC,2023-10-06,2024-02-16,133
PAC,2024-03-04,2024-04-30,57
PAF,2011-08-11,2012-03-14,216
PAF,2012-06-12,2012-08-28,77
PAF,2013-06-21,2013-10-23,124
PAF,2014-02-03,2014-04-15,71
PAF,2014-10-24,2016-04-26,550
PAI,2011-01-03,2011-04-14,101
PAI,2013-03-15,2014-01-08,299
PAI,2015-07-09,2015-10-22,105
PAI,2016-02-11,2016-03-30,48
PAI,2017-02-13,2017-04-19,65
PAI,2018-02-14,2018-12-19,308
PAI,2020-03-19,2020-07-15,118
PAI,2021-03-31,2021-06-29,90
PAI,2022-02-01,2023-01-23,356
PAI,2023-08-15,2023-12-22,129
PAK,2016-02-04,2016-04-29,85
PAK,2017-07-27,2019-12-12,868
PAK,2020-04-02,2020-09-14,165
PAK,2021-08-23,2023-09-11,749
PAK,2023-09-14,2023-09-18,4
PAN,2015-04-22,2016-02-12,296
PAN,2016-03-03,2016-03-08,5
PAN,2016-03-09,2016-05-03,55
PAN,2017-02-01,2017-09-22,233
PAN,2017-10-31,2018-01-16,77
PAN,2018-10-02,2020-06-05,612
PAN,2020-07-02,2020-12-22,173
